,Ingredient 1,Ingredient 2,Ingredient 3,Effects
208,Abecean Longfin 00106e1b,Chaurus Eggs 0003ad56,Ice Wraith Teeth 0003ad6a,"Weakness to Poison, Weakness to Frost, Invisibility"
209,Abecean Longfin 00106e1b,Chaurus Eggs 0003ad56,Large Antlers 0006bc0a,"Weakness to Poison, Fortify Stamina"
210,Abecean Longfin 00106e1b,Chaurus Eggs 0003ad56,Lavender 00045c28,"Weakness to Poison, Fortify Stamina"
211,Abecean Longfin 00106e1b,Chaurus Eggs 0003ad56,Luna Moth Wing 000727df,"Weakness to Poison, Invisibility, Damage Magicka"
212,Abecean Longfin 00106e1b,Chaurus Eggs 0003ad56,Namira's Rot 0004da24,"Weakness to Poison, Damage Magicka"
213,Abecean Longfin 00106e1b,Chaurus Eggs 0003ad56,Nirnroot 00059b86,"Weakness to Poison, Invisibility"
214,Abecean Longfin 00106e1b,Chaurus Eggs 0003ad56,Nordic Barnacle 0007edf5,"Weakness to Poison, Damage Magicka"
215,Abecean Longfin 00106e1b,Chaurus Eggs 0003ad56,Powdered Mammoth Tusk 0006bc10,"Weakness to Poison, Fortify Sneak"
216,Abecean Longfin 00106e1b,Chaurus Eggs 0003ad56,Purple Mountain Flower 00077e1e,"Weakness to Poison, Fortify Sneak"
217,Abecean Longfin 00106e1b,Chaurus Eggs 0003ad56,Salt Pile 00074a19,"Weakness to Poison, Fortify Restoration"
218,Abecean Longfin 00106e1b,Chaurus Eggs 0003ad56,Slaughterfish Egg 0007e8c5,"Weakness to Poison, Fortify Stamina"
219,Abecean Longfin 00106e1b,Chaurus Eggs 0003ad56,Small Pearl 00085500,"Weakness to Poison, Fortify Restoration"
220,Abecean Longfin 00106e1b,Chaurus Eggs 0003ad56,Torchbug Thorax 0004da73,"Weakness to Poison, Fortify Stamina"
221,Abecean Longfin 00106e1b,Chaurus Eggs 0003ad56,Trama RootDB xx017008,"Weakness to Poison, Damage Magicka"
222,Abecean Longfin 00106e1b,Chaurus Eggs 0003ad56,Vampire Dust 0003ad76,"Weakness to Poison, Invisibility"
223,Abecean Longfin 00106e1b,Chaurus Eggs 0003ad56,White Cap 0004da22,"Weakness to Poison, Weakness to Frost"
224,Abecean Longfin 00106e1b,Chaurus Eggs 0003ad56,Yellow Mountain FlowerDG xx002a78,"Weakness to Poison, Fortify Restoration"
225,Abecean Longfin 00106e1b,Chaurus Hunter AntennaeDG xx0183b7,Cyrodilic Spadetail 00106e19,"Damage Stamina, Fortify Restoration"
226,Abecean Longfin 00106e1b,Chicken's Egg 00023d77,Small Antlers 0006bc0b,"Weakness to Poison, Lingering Damage Stamina, Fortify Restoration"
227,Abecean Longfin 00106e1b,Creep Cluster 000b2183,Elves Ear 00034d31,"Restore Magicka, Weakness to Frost"
228,Abecean Longfin 00106e1b,Creep Cluster 000b2183,Fire Salts 0003ad5e,"Restore Magicka, Weakness to Frost"
229,Abecean Longfin 00106e1b,Creep Cluster 000b2183,Frost Mirriam 00034d32,"Damage Stamina Regen, Fortify Sneak"
230,Abecean Longfin 00106e1b,Creep Cluster 000b2183,Giant Lichen 0007e8c1,"Restore Magicka, Weakness to Poison"
231,Abecean Longfin 00106e1b,Creep Cluster 000b2183,Human Flesh 001016b3,"Restore Magicka, Fortify Sneak"
232,Abecean Longfin 00106e1b,Creep Cluster 000b2183,Salt Pile 00074a19,"Weakness to Magic, Fortify Restoration"
233,Abecean Longfin 00106e1b,Creep Cluster 000b2183,White Cap 0004da22,"Restore Magicka, Weakness to Frost"
234,Abecean Longfin 00106e1b,Creep Cluster 000b2183,Yellow Mountain FlowerDG xx002a78,"Damage Stamina Regen, Fortify Restoration"
235,Abecean Longfin 00106e1b,Crimson Nirnroot 000b701a,Cyrodilic Spadetail 00106e19,"Damage Stamina, Fortify Restoration"
236,Abecean Longfin 00106e1b,Crimson Nirnroot 000b701a,Deathbell 000516c8,"Weakness to Poison, Damage Health"
237,Abecean Longfin 00106e1b,Crimson Nirnroot 000b701a,Human Flesh 001016b3,"Damage Health, Fortify Sneak"
238,Abecean Longfin 00106e1b,Crimson Nirnroot 000b701a,Ice Wraith Teeth 0003ad6a,"Weakness to Frost, Invisibility"
239,Abecean Longfin 00106e1b,Crimson Nirnroot 000b701a,Small Antlers 0006bc0b,"Weakness to Poison, Damage Health, Fortify Restoration"
240,Abecean Longfin 00106e1b,Cyrodilic Spadetail 00106e19,,Fortify Restoration
241,Abecean Longfin 00106e1b,Cyrodilic Spadetail 00106e19,Daedra Heart 0003ad5b,"Fear, Fortify Restoration"
242,Abecean Longfin 00106e1b,Cyrodilic Spadetail 00106e19,Deathbell 000516c8,"Weakness to Poison, Fortify Restoration"
243,Abecean Longfin 00106e1b,Cyrodilic Spadetail 00106e19,Elves Ear 00034d31,"Weakness to Frost, Fortify Restoration"
244,Abecean Longfin 00106e1b,Cyrodilic Spadetail 00106e19,Eye of Sabre Cat 0006bc07,"Ravage Health, Fortify Restoration"
245,Abecean Longfin 00106e1b,Cyrodilic Spadetail 00106e19,Fire Salts 0003ad5e,"Weakness to Frost, Fortify Restoration"
246,Abecean Longfin 00106e1b,Cyrodilic Spadetail 00106e19,Frost Mirriam 00034d32,"Fortify Sneak, Fortify Restoration"
247,Abecean Longfin 00106e1b,Cyrodilic Spadetail 00106e19,Giant Lichen 0007e8c1,"Weakness to Poison, Ravage Health, Fortify Restoration"
248,Abecean Longfin 00106e1b,Cyrodilic Spadetail 00106e19,Giant's Toe 0003ad64,"Damage Stamina, Fortify Restoration"
249,Abecean Longfin 00106e1b,Cyrodilic Spadetail 00106e19,GleamblossomDG xx00b097,"Fear, Fortify Restoration"
250,Abecean Longfin 00106e1b,Cyrodilic Spadetail 00106e19,Hawk Feathers 000e7ed0,"Fortify Sneak, Fortify Restoration"
251,Abecean Longfin 00106e1b,Cyrodilic Spadetail 00106e19,Human Flesh 001016b3,"Fortify Sneak, Fortify Restoration"
252,Abecean Longfin 00106e1b,Cyrodilic Spadetail 00106e19,Ice Wraith Teeth 0003ad6a,"Weakness to Frost, Fortify Restoration"
253,Abecean Longfin 00106e1b,Cyrodilic Spadetail 00106e19,Jazbay Grapes 0006ac4a,"Ravage Health, Fortify Restoration"
254,Abecean Longfin 00106e1b,Cyrodilic Spadetail 00106e19,Namira's Rot 0004da24,"Fear, Fortify Restoration"
255,Abecean Longfin 00106e1b,Cyrodilic Spadetail 00106e19,Netch JellyDB xx01cd72,"Fear, Fortify Restoration"
256,Abecean Longfin 00106e1b,Cyrodilic Spadetail 00106e19,Nirnroot 00059b86,"Damage Stamina, Fortify Restoration"
257,Abecean Longfin 00106e1b,Cyrodilic Spadetail 00106e19,Pine Thrush Egg 00023d6f,"Weakness to Poison, Fortify Restoration"
258,Abecean Longfin 00106e1b,Cyrodilic Spadetail 00106e19,Poison BloomDG xx0185fb,"Fear, Fortify Restoration"
259,Abecean Longfin 00106e1b,Cyrodilic Spadetail 00106e19,Powdered Mammoth Tusk 0006bc10,"Fear, Fortify Sneak, Fortify Restoration"
260,Abecean Longfin 00106e1b,Cyrodilic Spadetail 00106e19,Purple Mountain Flower 00077e1e,"Fortify Sneak, Fortify Restoration"
261,Abecean Longfin 00106e1b,Cyrodilic Spadetail 00106e19,Rock Warbler Egg 0007e8c8,"Damage Stamina, Fortify Restoration"
262,Abecean Longfin 00106e1b,Cyrodilic Spadetail 00106e19,Sabre Cat Tooth 0006bc04,"Weakness to Poison, Fortify Restoration"
263,Abecean Longfin 00106e1b,Cyrodilic Spadetail 00106e19,ScathecrawDB xx017e97,"Ravage Health, Fortify Restoration"
264,Abecean Longfin 00106e1b,Cyrodilic Spadetail 00106e19,Silverside Perch 00106e1c,"Ravage Health, Fortify Restoration"
265,Abecean Longfin 00106e1b,Cyrodilic Spadetail 00106e19,Skeever Tail 0003ad6f,"Ravage Health, Fortify Restoration"
266,Abecean Longfin 00106e1b,Cyrodilic Spadetail 00106e19,Spider Egg 0009151b,"Damage Stamina, Fortify Restoration"
267,Abecean Longfin 00106e1b,Cyrodilic Spadetail 00106e19,White Cap 0004da22,"Weakness to Frost, Fortify Restoration"
268,Abecean Longfin 00106e1b,Daedra Heart 0003ad5b,Frost Mirriam 00034d32,"Damage Stamina Regen, Fortify Sneak"
269,Abecean Longfin 00106e1b,Daedra Heart 0003ad5b,Powdered Mammoth Tusk 0006bc10,"Fear, Fortify Sneak"
270,Abecean Longfin 00106e1b,Daedra Heart 0003ad5b,Yellow Mountain FlowerDG xx002a78,"Damage Stamina Regen, Fortify Restoration"
271,Abecean Longfin 00106e1b,Deathbell 000516c8,,Weakness to Poison
272,Abecean Longfin 00106e1b,Deathbell 000516c8,Ectoplasm 0003ad63,"Weakness to Poison, Damage Health"
273,Abecean Longfin 00106e1b,Deathbell 000516c8,Elves Ear 00034d31,"Weakness to Poison, Weakness to Frost"
274,Abecean Longfin 00106e1b,Deathbell 000516c8,Emperor Parasol MossDB xx01ff75,"Weakness to Poison, Damage Health"
275,Abecean Longfin 00106e1b,Deathbell 000516c8,Falmer Ear 0003ad5d,"Weakness to Poison, Damage Health"
276,Abecean Longfin 00106e1b,Deathbell 000516c8,Fire Salts 0003ad5e,"Weakness to Poison, Weakness to Frost"
277,Abecean Longfin 00106e1b,Deathbell 000516c8,Frost Mirriam 00034d32,"Weakness to Poison, Fortify Sneak"
278,Abecean Longfin 00106e1b,Deathbell 000516c8,Hawk Feathers 000e7ed0,"Weakness to Poison, Fortify Sneak"
279,Abecean Longfin 00106e1b,Deathbell 000516c8,Honeycomb 000b08c5,"Weakness to Poison, Ravage Stamina"
280,Abecean Longfin 00106e1b,Deathbell 000516c8,Human Flesh 001016b3,"Weakness to Poison, Damage Health, Fortify Sneak"
281,Abecean Longfin 00106e1b,Deathbell 000516c8,Human Heart 000b18cd,"Weakness to Poison, Damage Health"
282,Abecean Longfin 00106e1b,Deathbell 000516c8,Ice Wraith Teeth 0003ad6a,"Weakness to Poison, Weakness to Frost"
283,Abecean Longfin 00106e1b,Deathbell 000516c8,Imp Stool 0004da23,"Weakness to Poison, Damage Health"
284,Abecean Longfin 00106e1b,Deathbell 000516c8,Large Antlers 0006bc0a,"Weakness to Poison, Slow"
285,Abecean Longfin 00106e1b,Deathbell 000516c8,Nightshade 0002f44c,"Weakness to Poison, Damage Health"
286,Abecean Longfin 00106e1b,Deathbell 000516c8,Nirnroot 00059b86,"Weakness to Poison, Damage Health"
287,Abecean Longfin 00106e1b,Deathbell 000516c8,Poison BloomDG xx0185fb,"Weakness to Poison, Damage Health, Slow"
288,Abecean Longfin 00106e1b,Deathbell 000516c8,Powdered Mammoth Tusk 0006bc10,"Weakness to Poison, Fortify Sneak"
289,Abecean Longfin 00106e1b,Deathbell 000516c8,Purple Mountain Flower 00077e1e,"Weakness to Poison, Fortify Sneak"
290,Abecean Longfin 00106e1b,Deathbell 000516c8,Red Mountain Flower 00077e1d,"Weakness to Poison, Damage Health"
291,Abecean Longfin 00106e1b,Deathbell 000516c8,River Betty 00106e1a,"Weakness to Poison, Damage Health, Slow"
292,Abecean Longfin 00106e1b,Deathbell 000516c8,Salt Pile 00074a19,"Weakness to Poison, Fortify Restoration, Slow"
293,Abecean Longfin 00106e1b,Deathbell 000516c8,ScathecrawDB xx017e97,"Weakness to Poison, Ravage Stamina"
294,Abecean Longfin 00106e1b,Deathbell 000516c8,Skeever Tail 0003ad6f,"Weakness to Poison, Damage Health"
295,Abecean Longfin 00106e1b,Deathbell 000516c8,Small Antlers 0006bc0b,"Weakness to Poison, Damage Health, Fortify Restoration"
296,Abecean Longfin 00106e1b,Deathbell 000516c8,Small Pearl 00085500,"Weakness to Poison, Fortify Restoration"
297,Abecean Longfin 00106e1b,Deathbell 000516c8,Spawn AshDB xx01cd6d,"Weakness to Poison, Ravage Stamina"
298,Abecean Longfin 00106e1b,Deathbell 000516c8,Thistle Branch 000134aa,"Weakness to Poison, Ravage Stamina"
299,Abecean Longfin 00106e1b,Deathbell 000516c8,Trama RootDB xx017008,"Weakness to Poison, Slow"
300,Abecean Longfin 00106e1b,Deathbell 000516c8,Troll Fat 0003ad72,"Weakness to Poison, Damage Health"
301,Abecean Longfin 00106e1b,Deathbell 000516c8,Void Salts 0003ad60,"Weakness to Poison, Damage Health"
302,Abecean Longfin 00106e1b,Deathbell 000516c8,White Cap 0004da22,"Weakness to Poison, Weakness to Frost"
303,Abecean Longfin 00106e1b,Deathbell 000516c8,Yellow Mountain FlowerDG xx002a78,"Weakness to Poison, Fortify Restoration"
304,Abecean Longfin 00106e1b,Dragon's Tongue 000889a2,Elves Ear 00034d31,"Weakness to Frost, Resist Fire"
305,Abecean Longfin 00106e1b,Dragon's Tongue 000889a2,Fire Salts 0003ad5e,"Weakness to Frost, Resist Fire"
306,Abecean Longfin 00106e1b,Dwarven Oil 000f11c0,Elves Ear 00034d31,"Restore Magicka, Weakness to Frost"
307,Abecean Longfin 00106e1b,Dwarven Oil 000f11c0,Fire Salts 0003ad5e,"Restore Magicka, Weakness to Frost, Regenerate Magicka"
308,Abecean Longfin 00106e1b,Dwarven Oil 000f11c0,Giant Lichen 0007e8c1,"Restore Magicka, Weakness to Poison"
309,Abecean Longfin 00106e1b,Dwarven Oil 000f11c0,Human Flesh 001016b3,"Restore Magicka, Fortify Sneak"
310,Abecean Longfin 00106e1b,Dwarven Oil 000f11c0,Salt Pile 00074a19,"Weakness to Magic, Fortify Restoration, Regenerate Magicka"
311,Abecean Longfin 00106e1b,Dwarven Oil 000f11c0,White Cap 0004da22,"Restore Magicka, Weakness to Frost"
312,Abecean Longfin 00106e1b,Ectoplasm 0003ad63,Elves Ear 00034d31,"Restore Magicka, Weakness to Frost"
313,Abecean Longfin 00106e1b,Ectoplasm 0003ad63,Fire Salts 0003ad5e,"Restore Magicka, Weakness to Frost"
314,Abecean Longfin 00106e1b,Ectoplasm 0003ad63,Giant Lichen 0007e8c1,"Restore Magicka, Weakness to Poison"
315,Abecean Longfin 00106e1b,Ectoplasm 0003ad63,Human Flesh 001016b3,"Restore Magicka, Damage Health, Fortify Sneak"
316,Abecean Longfin 00106e1b,Ectoplasm 0003ad63,Small Antlers 0006bc0b,"Weakness to Poison, Damage Health, Fortify Restoration"
317,Abecean Longfin 00106e1b,Ectoplasm 0003ad63,White Cap 0004da22,"Restore Magicka, Weakness to Frost"
318,Abecean Longfin 00106e1b,Elves Ear 00034d31,,Weakness to Frost
319,Abecean Longfin 00106e1b,Elves Ear 00034d31,Fly Amanita 0004da00,"Weakness to Frost, Resist Fire"
320,Abecean Longfin 00106e1b,Elves Ear 00034d31,Frost Mirriam 00034d32,"Weakness to Frost, Fortify Sneak"
321,Abecean Longfin 00106e1b,Elves Ear 00034d31,Frost Salts 0003ad5f,"Restore Magicka, Weakness to Frost"
322,Abecean Longfin 00106e1b,Elves Ear 00034d31,Giant Lichen 0007e8c1,"Restore Magicka, Weakness to Poison, Weakness to Frost"
323,Abecean Longfin 00106e1b,Elves Ear 00034d31,Grass Pod 00083e64,"Restore Magicka, Weakness to Frost"
324,Abecean Longfin 00106e1b,Elves Ear 00034d31,Hawk Feathers 000e7ed0,"Weakness to Frost, Fortify Sneak"
325,Abecean Longfin 00106e1b,Elves Ear 00034d31,Human Flesh 001016b3,"Restore Magicka, Weakness to Frost, Fortify Sneak"
326,Abecean Longfin 00106e1b,Elves Ear 00034d31,Juniper Berries 0005076e,"Weakness to Frost, Fortify Marksman"
327,Abecean Longfin 00106e1b,Elves Ear 00034d31,Moon Sugar 000d8e3f,"Restore Magicka, Weakness to Frost"
328,Abecean Longfin 00106e1b,Elves Ear 00034d31,Mora Tapinella 000ec870,"Restore Magicka, Weakness to Frost"
329,Abecean Longfin 00106e1b,Elves Ear 00034d31,Mudcrab Chitin 0006bc00,"Weakness to Frost, Resist Fire"
330,Abecean Longfin 00106e1b,Elves Ear 00034d31,Pearl 000854fe,"Restore Magicka, Weakness to Frost"
331,Abecean Longfin 00106e1b,Elves Ear 00034d31,Pine Thrush Egg 00023d6f,"Weakness to Poison, Weakness to Frost"
332,Abecean Longfin 00106e1b,Elves Ear 00034d31,Powdered Mammoth Tusk 0006bc10,"Weakness to Frost, Fortify Sneak"
333,Abecean Longfin 00106e1b,Elves Ear 00034d31,Purple Mountain Flower 00077e1e,"Weakness to Frost, Fortify Sneak"
334,Abecean Longfin 00106e1b,Elves Ear 00034d31,Red Mountain Flower 00077e1d,"Restore Magicka, Weakness to Frost"
335,Abecean Longfin 00106e1b,Elves Ear 00034d31,Sabre Cat Tooth 0006bc04,"Weakness to Poison, Weakness to Frost"
336,Abecean Longfin 00106e1b,Elves Ear 00034d31,Salt Pile 00074a19,"Weakness to Frost, Fortify Restoration"
337,Abecean Longfin 00106e1b,Elves Ear 00034d31,Small Antlers 0006bc0b,"Weakness to Poison, Weakness to Frost, Fortify Restoration"
338,Abecean Longfin 00106e1b,Elves Ear 00034d31,Small Pearl 00085500,"Weakness to Frost, Fortify Restoration"
339,Abecean Longfin 00106e1b,Elves Ear 00034d31,Snowberries 0001b3bd,"Weakness to Frost, Resist Fire"
340,Abecean Longfin 00106e1b,Elves Ear 00034d31,Spawn AshDB xx01cd6d,"Weakness to Frost, Resist Fire"
341,Abecean Longfin 00106e1b,Elves Ear 00034d31,Spider Egg 0009151b,"Weakness to Frost, Fortify Marksman"
342,Abecean Longfin 00106e1b,Elves Ear 00034d31,Taproot 0003ad71,"Restore Magicka, Weakness to Frost"
343,Abecean Longfin 00106e1b,Elves Ear 00034d31,Vampire Dust 0003ad76,"Restore Magicka, Weakness to Frost"
344,Abecean Longfin 00106e1b,Elves Ear 00034d31,Yellow Mountain FlowerDG xx002a78,"Weakness to Frost, Fortify Restoration"
345,Abecean Longfin 00106e1b,Emperor Parasol MossDB xx01ff75,Human Flesh 001016b3,"Damage Health, Fortify Sneak"
346,Abecean Longfin 00106e1b,Emperor Parasol MossDB xx01ff75,Small Antlers 0006bc0b,"Weakness to Poison, Damage Health, Fortify Restoration"
347,Abecean Longfin 00106e1b,Eye of Sabre Cat 0006bc07,Giant Lichen 0007e8c1,"Weakness to Poison, Ravage Health"
348,Abecean Longfin 00106e1b,Eye of Sabre Cat 0006bc07,Pine Thrush Egg 00023d6f,"Weakness to Poison, Restore Stamina"
349,Abecean Longfin 00106e1b,Eye of Sabre Cat 0006bc07,Powdered Mammoth Tusk 0006bc10,"Restore Stamina, Fortify Sneak"
350,Abecean Longfin 00106e1b,Eye of Sabre Cat 0006bc07,Purple Mountain Flower 00077e1e,"Restore Stamina, Fortify Sneak"
351,Abecean Longfin 00106e1b,Eye of Sabre Cat 0006bc07,Sabre Cat Tooth 0006bc04,"Weakness to Poison, Restore Stamina"
352,Abecean Longfin 00106e1b,Eye of Sabre Cat 0006bc07,Small Pearl 00085500,"Restore Stamina, Fortify Restoration"
353,Abecean Longfin 00106e1b,Falmer Ear 0003ad5d,Human Flesh 001016b3,"Damage Health, Fortify Sneak"
354,Abecean Longfin 00106e1b,Falmer Ear 0003ad5d,Pine Thrush Egg 00023d6f,"Weakness to Poison, Fortify Lockpicking"
355,Abecean Longfin 00106e1b,Falmer Ear 0003ad5d,Small Antlers 0006bc0b,"Weakness to Poison, Damage Health, Fortify Restoration"
356,Abecean Longfin 00106e1b,Falmer Ear 0003ad5d,Yellow Mountain FlowerDG xx002a78,"Resist Poison, Fortify Restoration"
357,Abecean Longfin 00106e1b,Felsaad Tern FeathersDB xx03cd8e,Hawk Feathers 000e7ed0,"Fortify Light Armor, Fortify Sneak, Cure Disease"
358,Abecean Longfin 00106e1b,Fire Salts 0003ad5e,,Weakness to Frost
359,Abecean Longfin 00106e1b,Fire Salts 0003ad5e,Fly Amanita 0004da00,"Weakness to Frost, Resist Fire"
360,Abecean Longfin 00106e1b,Fire Salts 0003ad5e,Frost Mirriam 00034d32,"Weakness to Frost, Fortify Sneak"
361,Abecean Longfin 00106e1b,Fire Salts 0003ad5e,Frost Salts 0003ad5f,"Restore Magicka, Weakness to Frost"
362,Abecean Longfin 00106e1b,Fire Salts 0003ad5e,Garlic 00034d22,"Weakness to Frost, Regenerate Magicka"
363,Abecean Longfin 00106e1b,Fire Salts 0003ad5e,Giant Lichen 0007e8c1,"Restore Magicka, Weakness to Poison, Weakness to Frost"
364,Abecean Longfin 00106e1b,Fire Salts 0003ad5e,Grass Pod 00083e64,"Restore Magicka, Weakness to Frost"
365,Abecean Longfin 00106e1b,Fire Salts 0003ad5e,Hawk Feathers 000e7ed0,"Weakness to Frost, Fortify Sneak"
366,Abecean Longfin 00106e1b,Fire Salts 0003ad5e,Human Flesh 001016b3,"Restore Magicka, Weakness to Frost, Fortify Sneak"
367,Abecean Longfin 00106e1b,Fire Salts 0003ad5e,Jazbay Grapes 0006ac4a,"Weakness to Frost, Regenerate Magicka"
368,Abecean Longfin 00106e1b,Fire Salts 0003ad5e,Moon Sugar 000d8e3f,"Restore Magicka, Weakness to Frost, Regenerate Magicka"
369,Abecean Longfin 00106e1b,Fire Salts 0003ad5e,Mora Tapinella 000ec870,"Restore Magicka, Weakness to Frost"
370,Abecean Longfin 00106e1b,Fire Salts 0003ad5e,Mudcrab Chitin 0006bc00,"Weakness to Frost, Resist Fire"
371,Abecean Longfin 00106e1b,Fire Salts 0003ad5e,Pearl 000854fe,"Restore Magicka, Weakness to Frost"
372,Abecean Longfin 00106e1b,Fire Salts 0003ad5e,Pine Thrush Egg 00023d6f,"Weakness to Poison, Weakness to Frost"
373,Abecean Longfin 00106e1b,Fire Salts 0003ad5e,Powdered Mammoth Tusk 0006bc10,"Weakness to Frost, Fortify Sneak"
374,Abecean Longfin 00106e1b,Fire Salts 0003ad5e,Purple Mountain Flower 00077e1e,"Weakness to Frost, Fortify Sneak"
375,Abecean Longfin 00106e1b,Fire Salts 0003ad5e,Red Mountain Flower 00077e1d,"Restore Magicka, Weakness to Frost"
376,Abecean Longfin 00106e1b,Fire Salts 0003ad5e,Sabre Cat Tooth 0006bc04,"Weakness to Poison, Weakness to Frost"
377,Abecean Longfin 00106e1b,Fire Salts 0003ad5e,Salmon RoeHF xx003545,"Weakness to Frost, Regenerate Magicka"
378,Abecean Longfin 00106e1b,Fire Salts 0003ad5e,Salt Pile 00074a19,"Weakness to Frost, Fortify Restoration, Regenerate Magicka"
379,Abecean Longfin 00106e1b,Fire Salts 0003ad5e,Small Antlers 0006bc0b,"Weakness to Poison, Weakness to Frost, Fortify Restoration"
380,Abecean Longfin 00106e1b,Fire Salts 0003ad5e,Small Pearl 00085500,"Weakness to Frost, Fortify Restoration"
381,Abecean Longfin 00106e1b,Fire Salts 0003ad5e,Snowberries 0001b3bd,"Weakness to Frost, Resist Fire"
382,Abecean Longfin 00106e1b,Fire Salts 0003ad5e,Spawn AshDB xx01cd6d,"Weakness to Frost, Resist Fire"
383,Abecean Longfin 00106e1b,Fire Salts 0003ad5e,Taproot 0003ad71,"Restore Magicka, Weakness to Frost, Regenerate Magicka"
384,Abecean Longfin 00106e1b,Fire Salts 0003ad5e,Vampire Dust 0003ad76,"Restore Magicka, Weakness to Frost"
385,Abecean Longfin 00106e1b,Fire Salts 0003ad5e,Yellow Mountain FlowerDG xx002a78,"Weakness to Frost, Fortify Restoration"
386,Abecean Longfin 00106e1b,Frost Mirriam 00034d32,,Fortify Sneak
387,Abecean Longfin 00106e1b,Frost Mirriam 00034d32,Frost Salts 0003ad5f,"Resist Frost, Fortify Sneak"
388,Abecean Longfin 00106e1b,Frost Mirriam 00034d32,Giant Lichen 0007e8c1,"Weakness to Poison, Fortify Sneak"
389,Abecean Longfin 00106e1b,Frost Mirriam 00034d32,Giant's Toe 0003ad64,"Damage Stamina Regen, Fortify Sneak"
390,Abecean Longfin 00106e1b,Frost Mirriam 00034d32,Grass Pod 00083e64,"Ravage Magicka, Fortify Sneak"
391,Abecean Longfin 00106e1b,Frost Mirriam 00034d32,Hawk Beak 000e7ebc,"Resist Frost, Fortify Sneak"
392,Abecean Longfin 00106e1b,Frost Mirriam 00034d32,Histcarp 00106e18,"Damage Stamina Regen, Fortify Sneak"
393,Abecean Longfin 00106e1b,Frost Mirriam 00034d32,Ice Wraith Teeth 0003ad6a,"Weakness to Frost, Fortify Sneak"
394,Abecean Longfin 00106e1b,Frost Mirriam 00034d32,Juniper Berries 0005076e,"Damage Stamina Regen, Fortify Sneak"
395,Abecean Longfin 00106e1b,Frost Mirriam 00034d32,Large Antlers 0006bc0a,"Damage Stamina Regen, Fortify Sneak"
396,Abecean Longfin 00106e1b,Frost Mirriam 00034d32,Lavender 00045c28,"Ravage Magicka, Fortify Sneak"
397,Abecean Longfin 00106e1b,Frost Mirriam 00034d32,Moon Sugar 000d8e3f,"Resist Frost, Fortify Sneak"
398,Abecean Longfin 00106e1b,Frost Mirriam 00034d32,Orange Dartwing 000bb956,"Ravage Magicka, Fortify Sneak"
